id,date,user,text
1548276175,Fri Apr 17 20:30:45 PDT 2009,thisgoeshere,"my boyfriend is going out of town for 2 days and believe it or not, i'm feeling lonely already. holyredhotchilipeppers. i need chocolate "
1548610020,Fri Apr 17 21:26:33 PDT 2009,thisgoeshere,crashing.  night everyone!
1553362853,Sat Apr 18 14:03:54 PDT 2009,thisgoeshere,@thrillerx yes! tell us all about your concert coming up! mines not for 29 days. 
1557562414,Sun Apr 19 04:51:11 PDT 2009,thisgoeshere,@erin82883 i wouldn't but i have to be. work.  did you just get off work?
1557567563,Sun Apr 19 04:52:59 PDT 2009,thisgoeshere,@briankeithdiaz when et started twittering about octomom i felt like the best hiding place on the playground had been compromised. 
1558843598,Sun Apr 19 09:33:26 PDT 2009,thisgoeshere,"@XxHayXx0 die? really? oh gosh. please don't ever go far from a starbucks! if you died, who would twitter me. gee, that sounded selfish "
1558852377,Sun Apr 19 09:34:53 PDT 2009,thisgoeshere,on a random update: some women just shouldn't be mothers  *grumble grumble*
1565321650,Mon Apr 20 06:28:28 PDT 2009,thisgoeshere,@smokedrinkdrive she did. in a cloud of twitter dust. 
1880447201,Fri May 22 01:16:27 PDT 2009,thisgoeshere,@erin82883 poor kids today are getting no value out of television when the cereal commercials go. i don't see any anymore. 
1968954267,Fri May 29 22:38:14 PDT 2009,thisgoeshere,"@erin82883 kk! thanks for being awesome erin! you are the best! catch you later, gotta sleep now. stupid work "
1976990550,Sat May 30 19:48:06 PDT 2009,thisgoeshere,@juhidee119 yeah. well i know we have some in the supervalue but the gas stations don't  silly town. #andyhurleyday
1978497802,Sat May 30 23:32:37 PDT 2009,thisgoeshere,@erin82883 i don't like the battery countdown. its like watching arnold from t3 die.  #andyhurleyday
1979696459,Sun May 31 04:08:07 PDT 2009,thisgoeshere,@Ilkee i can't seem to get out of bed  i dun wanna work #andyhurleyday
1980525757,Sun May 31 06:59:40 PDT 2009,thisgoeshere,@Ilkee my phone is doing that thing again  #andyhurleyday
1984826546,Sun May 31 15:53:11 PDT 2009,thisgoeshere,@Ilkee i'm so sad this didn't make it farther  #andyhurleyday
1996081398,Mon Jun 01 14:30:21 PDT 2009,thisgoeshere,@smokedrinkdrive wow. no that's awesome! wish i could be creative 
2014426950,Wed Jun 03 01:29:39 PDT 2009,thisgoeshere,@erin82883 contact me before you buy tix tmw? is that cool? i'm setting my alarm. so psyched. sorry for conking out on you 
2045268915,Fri Jun 05 10:28:57 PDT 2009,thisgoeshere,@strangetymes i know ima sorry  #petewentzday
2049849514,Fri Jun 05 17:36:39 PDT 2009,thisgoeshere,@juhidee119 no. i dunno why.  #petewentzday
2050683278,Fri Jun 05 19:06:33 PDT 2009,thisgoeshere,"ever just have one of those days where things start going wrong and all you wanna do is cry? yeah, that's me "
2054341471,Sat Jun 06 07:08:15 PDT 2009,thisgoeshere,@lemongeneration sorry. bored is never fun. 
2061534881,Sat Jun 06 21:04:18 PDT 2009,thisgoeshere,@doombox she stopped seeing bill and is on a date and smooching with her boss 
2062244082,Sat Jun 06 22:41:59 PDT 2009,thisgoeshere,@erin82883 no me neither. he just bothered me with the comments. doesn't have to be so mean 
2063999051,Sun Jun 07 04:52:47 PDT 2009,thisgoeshere,crap! all my rings are on the sink! 
2064622338,Sun Jun 07 06:45:37 PDT 2009,thisgoeshere,@strangetymes i forgot i had to go to emilys grad party today. so our tru blood watching is gonna have to be pushed back  sorry
2064870210,Sun Jun 07 07:22:12 PDT 2009,thisgoeshere,@juhidee119 i am.  are you doing better than last night?
2065920769,Sun Jun 07 09:32:56 PDT 2009,thisgoeshere,@erin82883 oh. i didn't know that! well yay! tmw is too far away. 
2065953431,Sun Jun 07 09:36:37 PDT 2009,thisgoeshere,"@juhidee119 sadly no, i would have let him. it was my co worker. "
2067025057,Sun Jun 07 11:36:39 PDT 2009,thisgoeshere,@Ilkee you are? ima not  *is shamed*
1548498896,Fri Apr 17 21:07:18 PDT 2009,thisgoeshere,@XxHayXx0 yay! isn't he though??? i want the pants. for all myself 
1553305864,Sat Apr 18 13:54:53 PDT 2009,thisgoeshere,@XxHayXx0 hell! the brand is on the bottom. of course... 
1553585777,Sat Apr 18 14:40:03 PDT 2009,thisgoeshere,@thrillerx that's you! i've seen you around fuckcity! ah ha. sorry if that's creepy. i stalk andy 
1555933459,Sat Apr 18 21:07:15 PDT 2009,thisgoeshere,ok. this last bit. seriosuly!  'time' by she wants revenge and timbaland is freaking amazing. that us all. sweet dreams!
1565362413,Mon Apr 20 06:34:23 PDT 2009,thisgoeshere,"@smokedrinkdrive oh really? yay! yeah, the names may be different but i think my tone is pretty universal "
1565539132,Mon Apr 20 06:59:49 PDT 2009,thisgoeshere,@smokedrinkdrive yay! you can be someone completely new! are you gonna change your name?  jk. that's awesome though! hope its better
1565649499,Mon Apr 20 07:14:56 PDT 2009,thisgoeshere,@erin82883 here too. i'm real quiet and ppl don't think i can be anything but nice. but i can! 
1680167527,Sat May 02 11:03:25 PDT 2009,thisgoeshere,"@KageFC4 and i think the correct term would have been bell captian or al, but whatever. he's kinda a nut "
1680348217,Sat May 02 11:28:29 PDT 2009,thisgoeshere,"@smokedrinkdrive you! *tackles* i think i did that yesterday but i don't care, i'm doing it again! "
1680742201,Sat May 02 12:23:24 PDT 2009,thisgoeshere,@Ilkee i think she's sleeping. or possibly working. again. that girl is super woman 
