id,date,user,text
1468418315,Tue Apr 07 01:32:50 PDT 2009,Karen230683,@KingKiwi  i want to be somewhere with no rain its not very nice here today
1551837502,Sat Apr 18 10:06:04 PDT 2009,Karen230683,@highdigi @tb78 @Don_J Hahaha i can't help it 
1558263674,Sun Apr 19 07:49:31 PDT 2009,Karen230683,@pritchardswyd I love tenby 
1565359933,Mon Apr 20 06:34:01 PDT 2009,Karen230683,@NiaBassett poor you 
1574006714,Tue Apr 21 03:51:50 PDT 2009,Karen230683,@ananyah u poor soul 
1677609589,Sat May 02 03:00:58 PDT 2009,Karen230683,@pompeygal I'm just having soup 
1678596941,Sat May 02 07:11:38 PDT 2009,Karen230683,@Yael_80 absolutely nothing!  back in work tomoz so short on staff I had to do some work today I'm knackered! Haha
1678630481,Sat May 02 07:17:27 PDT 2009,Karen230683,@casual_intruder I want strawberries 
1678845481,Sat May 02 07:52:40 PDT 2009,Karen230683,@casual_intruder I want 
1679759169,Sat May 02 10:06:47 PDT 2009,Karen230683,@Little_Lin been working lovey 
1690791119,Sun May 03 16:23:12 PDT 2009,Karen230683,@VioletsCRUK I keep thinking it's at my ear and I go mad shaking and jumping about  I won't sleep either LOL
1694444598,Mon May 04 02:39:25 PDT 2009,Karen230683,@Yael_80  poor you im sure it wont be that bad
1694452561,Mon May 04 02:41:40 PDT 2009,Karen230683,@graemeskelly its horrible 
1694686125,Mon May 04 03:43:04 PDT 2009,Karen230683,@VioletsCRUK not up to anything!! 
1695958530,Mon May 04 07:19:00 PDT 2009,Karen230683,@tracybet haha its really depressing 
1754107393,Sun May 10 05:00:26 PDT 2009,Karen230683,@snedwan crap so annoyed over hour and half my best is hour 16  told by physio yest not to do it so least I finished
1755305245,Sun May 10 08:47:49 PDT 2009,Karen230683,@leonkay yeah 
1793306987,Thu May 14 02:10:55 PDT 2009,Karen230683,Where has the sunshine gone 
1793309530,Thu May 14 02:11:31 PDT 2009,Karen230683,@tb78 ah that's boring 
1795270284,Thu May 14 07:28:20 PDT 2009,Karen230683,@steve5424 it's windy though 
1823080554,Sat May 16 21:04:09 PDT 2009,Karen230683,@colinkelly noooooooo colin we can't listen at work so annoyed 
1834144150,Mon May 18 01:47:58 PDT 2009,Karen230683,@amysav83 yeah bored already 
1834187360,Mon May 18 01:58:09 PDT 2009,Karen230683,@rickypl1978 aaaw can I come with u  LOL it was my dad who always done my hair my mum was hopeless! No kids 3year old goddaughter
1834211061,Mon May 18 02:03:23 PDT 2009,Karen230683,@howlertwit bored already 
1834921176,Mon May 18 04:37:14 PDT 2009,Karen230683,@VioletsCRUK hey I'm ok very bored 
1880319906,Fri May 22 00:49:40 PDT 2009,Karen230683,@IanJenkin  I'm sad now LOL
1880477240,Fri May 22 01:22:57 PDT 2009,Karen230683,@IanJenkin so do I 
1881188780,Fri May 22 03:53:46 PDT 2009,Karen230683,"Spent all morning trying to fix laptop, when I day fix I mean pressing buttons! It's not working  thanks @rosskie for his help"
1881192490,Fri May 22 03:54:30 PDT 2009,Karen230683,Have now got to rush and shower as I'm being kind and heading into my other job  *sigh*
1881256790,Fri May 22 04:06:50 PDT 2009,Karen230683,@steve5424 I know 
1881258894,Fri May 22 04:07:14 PDT 2009,Karen230683,@tb78 that makes me sad 
1881324465,Fri May 22 04:19:31 PDT 2009,Karen230683,@Glasgowlassy @violetscruk aaaaaaw your poor #largepussy 
1881918928,Fri May 22 05:51:18 PDT 2009,Karen230683,@Yael_80 I've still not seen it 
1914415727,Mon May 25 10:42:50 PDT 2009,Karen230683,@rosskie  our weather sucks
