id,date,user,text
1468084774,Mon Apr 06 23:37:47 PDT 2009,tsarnick,@MissxMarisa haven't heard from Hannah at all yet!! it's very disappointing 
1468886750,Tue Apr 07 04:14:47 PDT 2009,tsarnick,@Zanna85 i don't like that day 
1557081101,Sun Apr 19 01:54:41 PDT 2009,tsarnick,@MissxMarisa hahaha scary stuff!!! Walk is a great song!! Dimebag is now dead 
1557782694,Sun Apr 19 05:59:02 PDT 2009,tsarnick,@lownleeeynjul yeah ending up with a million photos is a nightmare. i had them all over my desktop last week  took me hours to sort
1564424592,Mon Apr 20 03:25:43 PDT 2009,tsarnick,@Boddingtons yeah i know!! i'll be feeling it next Monday 
1564795375,Mon Apr 20 04:57:17 PDT 2009,tsarnick,@Agent_Red yep this is my hobby!! back to work next week 
1565098182,Mon Apr 20 05:53:34 PDT 2009,tsarnick,@Zanna85 hahaha. i have one... i don't think it was free but 
1694476540,Mon May 04 02:48:13 PDT 2009,tsarnick,@Sir_Almo haha yeah except the work days 
1695312574,Mon May 04 05:48:57 PDT 2009,tsarnick,"@TheLastDoctor hahahaha!! i tried to get her to go to the royal ball with me, but she didn't answer "
1753937162,Sun May 10 04:12:54 PDT 2009,tsarnick,"@MissxMarisa like, zoinks!! ok i'll try to let go of the hose, and the cupcakes "
1793568154,Thu May 14 03:11:25 PDT 2009,tsarnick,@aussiecynic today was terrible  why was your day weird?
1793743661,Thu May 14 03:50:21 PDT 2009,tsarnick,"@Boddingtons he may be a chatter, but he's not a voter  #@architeuth1s"
1793848112,Thu May 14 04:11:20 PDT 2009,tsarnick,@Boddingtons my prediction from the future is that your day will get steadily worse 
1794355168,Thu May 14 05:37:01 PDT 2009,tsarnick,@architeuth1s true that!! web twitter is fucked!! tweetdeck you get many more @replies 
1794904887,Thu May 14 06:47:25 PDT 2009,tsarnick,@aussiecynic haha yeah well i'm pretty pissed  tomoz should be fine though!! how's the writing going? ;)
1795555997,Thu May 14 07:58:43 PDT 2009,tsarnick,@tequilakitty i think i just puked in my mouth a little 
1825099036,Sun May 17 04:20:23 PDT 2009,tsarnick,.@Boy_Kill_Boy oh!! yeah well i didn't know you meant *that*!!!!  #noundiessunday
1825101560,Sun May 17 04:21:01 PDT 2009,tsarnick,.@Boddingtons i'm sorry that i'm retarded sometimes Princess  i'm very drunk #noundiessunday
1834542560,Mon May 18 03:20:01 PDT 2009,tsarnick,.@shaddybabybitch hey!! i'm a bit sick  how are you?
1880591368,Fri May 22 01:47:22 PDT 2009,tsarnick,".@ShaddyBabeBiTch yeah i think it was the first good day of the week, even though @MissxMarisa got stabbed &amp; is in hospital!!! "
1880594299,Fri May 22 01:48:01 PDT 2009,tsarnick,.@freshypanda did you hear about how @MissxMarisa was stabbed today??? 
1880604349,Fri May 22 01:50:14 PDT 2009,tsarnick,".@lownleeeynjul did you hear how @MissxMarisa was stabbed today? she's ok, but in hospital right now "
1880608320,Fri May 22 01:51:03 PDT 2009,tsarnick,".@ShaddyBabeBiTch she texted me &amp; i spoke to her mom. she's obviously in pain, but stable. not sure how bad it is "
1880614697,Fri May 22 01:52:28 PDT 2009,tsarnick,.@Boy_Kill_Boy hey dude!! @MissxMarisa was stabbed today. she's ok!! but in hospital 
1880907682,Fri May 22 02:55:52 PDT 2009,tsarnick,".@nik_kee_dee don't talk to me about TweetDeck!! i used to use it ALL the time, and it hasn't worked for a month!!! "
1880926528,Fri May 22 02:59:49 PDT 2009,tsarnick,".@fjkinnit oh it's a problem with Adobe Air. the settings are set to not connect to internet, so it's fucked!! i've reinstalled heaps "
1880930970,Fri May 22 03:00:31 PDT 2009,tsarnick,.@nik_kee_dee .@fjkinnit i did over 8000 tweets with TweetDeck before it died!!! i loved it SO 
1881575157,Fri May 22 05:01:45 PDT 2009,tsarnick,".@MyInnerJules yeah!!! she's in hospital  she's ok, but it's pretty fucken psycho that it actually happened"
1881618481,Fri May 22 05:08:32 PDT 2009,tsarnick,".@MyInnerJules oh sorry i wasn't saying that, just that American society is violent "
1881626270,Fri May 22 05:09:44 PDT 2009,tsarnick,oh fucken BOOOOOOO!! told to turn the music down 
1881709973,Fri May 22 05:22:22 PDT 2009,tsarnick,.@ShaddyBabeBiTch oh!  do you still get to chat with him?
1965807738,Fri May 29 16:34:47 PDT 2009,tsarnick,@Izzy_Cullen oh really!!! i've already put all the pics up!! sorry!!   http://twitpic.com/61oj0
1970161589,Sat May 30 02:42:32 PDT 2009,tsarnick,@Izzy_Cullen i know!! i'm really sorry. like 44 people have already voted 
1971484453,Sat May 30 07:13:14 PDT 2009,tsarnick,.@MyInnerJules you have to work on Saturdays?? 
1972061509,Sat May 30 08:28:53 PDT 2009,tsarnick,.@architeuth1s she's gone man!!! GONE!!!! 
1977894060,Sat May 30 21:57:07 PDT 2009,tsarnick,".@ilivestrongnow hey, you're supposed to credit me "
1467934017,Mon Apr 06 22:52:56 PDT 2009,tsarnick,@RumLover if more than one lady agrees to attend with with you then I am fine with it! 
1468068524,Mon Apr 06 23:32:37 PDT 2009,tsarnick,@OfficialPRofOZ you deserve it  you work very hard for Oz!!
1468086442,Mon Apr 06 23:38:19 PDT 2009,tsarnick,@OfficialPRofOZ just a gentle reminder my dear 
1468162226,Tue Apr 07 00:03:17 PDT 2009,tsarnick,@robs_maid thanks 
1468177064,Tue Apr 07 00:08:02 PDT 2009,tsarnick,"@MissxMarisa i like coffee, water, coke and beer "
1468252270,Tue Apr 07 00:33:22 PDT 2009,tsarnick,@OfficialPRofOZ back at ya 
1468265637,Tue Apr 07 00:38:03 PDT 2009,tsarnick,@robs_maid with the flashing. at me specifically 
1468335595,Tue Apr 07 01:02:44 PDT 2009,tsarnick,"@MissxMarisa cool, listening to them now thanks!! "
1468365026,Tue Apr 07 01:13:25 PDT 2009,tsarnick,"@MissxMarisa cool cool, i really like Mexican food "
1468530728,Tue Apr 07 02:14:11 PDT 2009,tsarnick,@Boddingtons see ya Anastasia!! have a marvellous day 
1468612501,Tue Apr 07 02:43:46 PDT 2009,tsarnick,"@gunkanator geez, i wouldn't say that on here "
