id,date,user,text
1557617741,Sun Apr 19 05:09:00 PDT 2009,nuttychris,"@saragarth no fuck mary, she dont do naughtys as she is the virgin mary so ya no  no fun there  but shhh didnt say tht haha"
1557641090,Sun Apr 19 05:16:27 PDT 2009,nuttychris,"@TraceyHewins yeah, and you getting loadsa replys and you cant reply back to them , and they think u egnoring them "
1557661308,Sun Apr 19 05:22:54 PDT 2009,nuttychris,"@ComedyQueen and cause apprently i am, as i am always checking out lasses, and also she called me a man whore "
1557662564,Sun Apr 19 05:23:18 PDT 2009,nuttychris,"@TraceyHewins yeah and wait for it, my mum called me it  she also called me a man whore as well "
1557783623,Sun Apr 19 05:59:18 PDT 2009,nuttychris,omg why dose it always rain on F1 
1557820803,Sun Apr 19 06:09:06 PDT 2009,nuttychris,"@ComedyQueen nope we dont, as wouldnt be a good thing  lol"
1557838939,Sun Apr 19 06:13:55 PDT 2009,nuttychris,"@ComedyQueen and yyup very awful , and no it aint a great comparission, as how do i look like a monkey  lol"
1557899950,Sun Apr 19 06:29:38 PDT 2009,nuttychris,"@Jennymac22 dunno but it so not good  wish i new who it was tho, as come on they dont even no me, haha"
1557912301,Sun Apr 19 06:32:38 PDT 2009,nuttychris,"@ComedyQueen i no, well it aint a mean thing as i no i am a twat, but they dont even no me, so how do they no i am a twat haha "
1557915455,Sun Apr 19 06:33:24 PDT 2009,nuttychris,"@keza34 omg why what they bn saying,  i dont feel loved now by them haha evil"
1558004192,Sun Apr 19 06:54:42 PDT 2009,nuttychris,@ComedyQueen lmfao well i will keep quiet as what i say nxt mite b classed as flirting haha  lol
1558048114,Sun Apr 19 07:04:23 PDT 2009,nuttychris,@TraceyMorroll :O - omg this is not going my way is it 
1558522290,Sun Apr 19 08:37:59 PDT 2009,nuttychris,"@pob34 oooo  not good, which BB you got?"
1558580640,Sun Apr 19 08:48:24 PDT 2009,nuttychris,"@pob34 mmm, i think i better get testing only got few months till i gota pick 1, "
1558638818,Sun Apr 19 08:58:42 PDT 2009,nuttychris,@robangus mmmmmmm shame it is empty 
1558702429,Sun Apr 19 09:09:31 PDT 2009,nuttychris,"@nessie111 lmfao 15,,, omg, i cant get tipsy of them  give me pints, i get tipsy after about 8 or 9, lol"
1558761069,Sun Apr 19 09:19:37 PDT 2009,nuttychris,@ComedyQueen lmfao  yeah i no i did  not good
1558883708,Sun Apr 19 09:40:05 PDT 2009,nuttychris,"Mmmmmm can smell dinner, god am hungry now "
1559641936,Sun Apr 19 11:40:27 PDT 2009,nuttychris,"@Teelou lmfao why the hell u get up so early lol, and i wish it wasnt me as takes the piss getting up for college "
