id,date,user,text
1685702474,Sun May 03 01:38:35 PDT 2009,shanajaca,I HATE WAKING UP TO THIS!!!!! THIS SRLSY SUCKS I HATE LIVING IN BELGIUM!!!!!!!!!!! AAAAAAAAAAAAAAAAGGGGGGGGGHHHHHHHH  i want the songs to
1685728593,Sun May 03 01:46:39 PDT 2009,shanajaca,@xXFriendXx Not having the music is what i hate ituns belgium 
1685777967,Sun May 03 02:01:46 PDT 2009,shanajaca,@xXFriendXx Oh hun i can hear the samples but i am not able to buy the music untill it is on itunes belgium dont know when that will be 
1824498306,Sun May 17 01:38:31 PDT 2009,shanajaca,Goodmorning everyone hope you will have a great day weather here sucks big time  pout pout lol  Xx
1983919129,Sun May 31 14:05:24 PDT 2009,shanajaca,@BeckaMoor I know 10 votes in 20 minutes it is ridiculus i have been voting all day but something is def wrong 
1984756294,Sun May 31 15:44:48 PDT 2009,shanajaca,@tomsgal I rather hope not think i have been staring to much at my laptop 
1992264904,Mon Jun 01 08:28:17 PDT 2009,shanajaca,@Barbiechick3004 So sorry you feel ill 
1995161437,Mon Jun 01 13:02:51 PDT 2009,shanajaca,@Stormlite02 You missed it by a thousand hun it is 3316 
2005593148,Tue Jun 02 09:55:09 PDT 2009,shanajaca,@Stormlite02 I didnt get it pout 
1468224051,Tue Apr 07 00:23:44 PDT 2009,shanajaca,@StephenChallens I am looking forward to some funny tweets from you  have a nice day XX
1469422871,Tue Apr 07 06:20:09 PDT 2009,shanajaca,Oh god sweet nicotine and tar i crave you both so bad today what is wrong with me lol hahaha  XX
1469474340,Tue Apr 07 06:29:38 PDT 2009,shanajaca,@javastix Random there sweetheart but i am thinking dammit why is the price always going up when i need gas lol hahaha  XX
1469502411,Tue Apr 07 06:34:38 PDT 2009,shanajaca,@ralfsbabe Ok thinking smokes or chocolates is what you are talking about  XX
1469530931,Tue Apr 07 06:39:46 PDT 2009,shanajaca,ohohohohoh i love this song deleriums Silence feat sarah mclachlan yeah  XX
1564542358,Mon Apr 20 03:58:29 PDT 2009,shanajaca,@TomFelton Do not change the pink recording studio it gives us happy songs and hence deserves to stay lol  XX
1565016756,Mon Apr 20 05:39:21 PDT 2009,shanajaca,Just bought myself a tanning bed how cool is that (HOT) lol  XX
1685745066,Sun May 03 01:51:45 PDT 2009,shanajaca,@xXFriendXx  STOP!!!!!!! STOP!!!!!!! KNOW SLEEP THIGHT DONT LET THE BED BUGS BITE LOL  XX
1685809836,Sun May 03 02:11:46 PDT 2009,shanajaca,It seems i missed Toms tweets yesterday by mere minutes lol went to bed around the same time  LOLxx
